"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 15:50:53 GMT 2023","Tue Apr 04 15:50:55 GMT 2023","2349","","tests.ApiTest","","tests.ApiTest","checkPokemonList","checkPokemonList()",""
"passed","Tue Apr 04 15:50:53 GMT 2023","Tue Apr 04 15:50:55 GMT 2023","2726","","tests.ApiTest","","tests.ApiTest","comparison","comparison()",""
