"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 11:51:42 GMT 2023","Thu Apr 06 11:51:47 GMT 2023","4492","","tests.ApiTest","","tests.ApiTest","checkPokemonList","checkPokemonList()",""
"passed","Thu Apr 06 11:51:42 GMT 2023","Thu Apr 06 11:51:46 GMT 2023","3720","","tests.ApiTest","","tests.ApiTest","comparison","comparison()",""
