"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 18:07:39 GMT 2023","Tue Apr 04 18:07:41 GMT 2023","2276","","tests.ApiTest","","tests.ApiTest","checkPokemonList","checkPokemonList()",""
"passed","Tue Apr 04 18:07:39 GMT 2023","Tue Apr 04 18:07:41 GMT 2023","2354","","tests.ApiTest","","tests.ApiTest","comparison","comparison()",""
