"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 14:40:45 GMT 2023","Tue Apr 04 14:40:48 GMT 2023","3327","","tests.ApiTest","","tests.ApiTest","comparison","comparison()",""
"passed","Tue Apr 04 14:40:45 GMT 2023","Tue Apr 04 14:40:48 GMT 2023","3102","","tests.ApiTest","","tests.ApiTest","checkPokemonList","checkPokemonList()",""
